date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:04	28844/28844	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd00c-70ac%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/1.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/1.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:05	85171/85171	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd00c-14cb3%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/2.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/2.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:05	43335/43335	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd00d-a947%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/4.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/4.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:05	119819/119819	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd00d-1d40b%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/3.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/3.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:06	4836/4836	---M--	200	added ('OK')	image/png	etag:%2264fbd00a-12e4%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/svg-assets/quote.png	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/svg-assets/quote.png	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:06	16235/16235	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd00b-3f6b%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/testim/1.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/testim/1.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:07	16369/16369	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd00b-3ff1%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/testim/2.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/testim/2.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:07	13347/13347	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd00b-3423%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/testim/3.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/testim/3.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:07	26400/26400	---MCZ	200	added ('OK')	text/html	etag:W/%2264fbcfe1-6720%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/blogs.html	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/blogs.html	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:07	35410/35410	---M--	200	added ('OK')	image/jpeg	etag:%2264fbcfff-8a52%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/1.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/1.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:08	30709/30709	---MCZ	200	added ('OK')	text/html	etag:W/%2264fbcfe1-77f5%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/blog-details.html	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/blog-details.html	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:08	28832/28832	---M--	200	added ('OK')	image/jpeg	etag:%2264fbcfff-70a0%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/2.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/2.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:08	81490/81490	---M--	200	added ('OK')	image/jpeg	etag:%2264fbcfff-13e52%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/3.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/3.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:09	13424/13424	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fbcfed-3470%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/jquery-migrate-3.4.0.min.js	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/jquery-migrate-3.4.0.min.js	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:09	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fbcfec-15d9d%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/jquery-3.6.0.min.js	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:09	40596/40596	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fbcfed-9e94%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/ScrollTrigger.min.js	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/ScrollTrigger.min.js	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:10	413818/413818	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fbcfed-6507a%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/plugins.js	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/plugins.js	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:10	20134/20134	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fbe247-4ea6%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/scripts.js	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/js/scripts.js	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/home.html)
11:57:10	16952/16952	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffb-4238%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/animate.min.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/animate.min.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:10	162764/162764	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffb-27bcc%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/bootstrap.min.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/bootstrap.min.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:10	51299/51299	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffc-c863%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/ionicons.min.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/ionicons.min.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:11	9757/9757	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffc-261d%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/pe-icon-7-stroke.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/pe-icon-7-stroke.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:11	59306/59306	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffc-e7aa%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:11	2832/2832	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffc-b10%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/justifiedGallery.min.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/justifiedGallery.min.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:11	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffc-1b27%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/magnific-popup.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/magnific-popup.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:11	3174/3174	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffc-c66%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/YouTubePopUp.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/YouTubePopUp.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:12	13666/13666	---MCZ	200	added ('OK')	text/css	etag:W/%2264fbcffc-3562%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/swiper.min.css	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/swiper.min.css	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins.css)
11:57:12	191287/191287	---M--	200	added ('OK')	image/png	etag:%2264fbd004-2eb37%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/patterns/noise1.png	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/patterns/noise1.png	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/style.css)
11:57:13	18221/18221	---M--	200	added ('OK')	image/png	etag:%2264fbcfeb-472d%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/paper-plane.png	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/paper-plane.png	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/style.css)
11:57:13	46970/46970	---M--	200	added ('OK')	image/png	etag:%2264fbd030-b77a%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/project/2.png	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/project/2.png	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/project-details.html)
11:57:13	205361/205361	---M--	200	added ('OK')	image/png	etag:%2264fbd030-32231%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/project/1.png	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/project/1.png	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/project-details.html)
11:57:14	48610/48610	---M--	200	added ('OK')	image/png	etag:%2264fbd030-bde2%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/project/3.png	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/works/project/3.png	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/project-details.html)
11:57:14	44276/44276	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd000-acf4%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/m1.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/m1.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/blogs.html)
11:57:14	55997/55997	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd000-dabd%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/m.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/m.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/blog-details.html)
11:57:14	51509/51509	---M--	200	added ('OK')	image/jpeg	etag:%2264fbcfff-c935%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/b1.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/b1.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/blog-details.html)
11:57:14	32091/32091	---M--	200	added ('OK')	image/jpeg	etag:%2264fbd000-7d5b%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/b2.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/b2.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/blog-details.html)
11:57:15	61022/61022	---M--	200	added ('OK')	image/jpeg	etag:%2264fbcfff-ee5e%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/author1.jpg	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/imgs/blog/author1.jpg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/blog-details.html)
11:57:15	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfe9-1d794%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons.eot?v=2.0.0	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons28b5.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/ionicons.min.css)
11:57:15	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%2264fbcfea-2e05c%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons.ttf?v=2.0.0	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons28b5.ttf	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/ionicons.min.css)
11:57:16	67904/67904	---M--	200	added ('OK')	application/font-woff	etag:%2264fbcfea-10940%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons.woff?v=2.0.0	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons28b5.woff	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/ionicons.min.css)
11:57:16	40871/40871	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2004:57:16%20GMT	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons.svg?v=2.0.0	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/ionicons28b5.svg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/ionicons.min.css)
11:57:16	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfea-e538%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-strokebb1d.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/pe-icon-7-stroke.css)
11:57:16	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfea-e538%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-stroke.eot?	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/pe-icon-7-stroke.css)
11:57:17	58556/58556	---M--	200	added ('OK')	application/font-woff	etag:%2264fbcfea-e4bc%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-strokebb1d.woff	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/pe-icon-7-stroke.css)
11:57:17	58480/58480	---M--	200	added ('OK')	application/octet-stream	etag:%2264fbcfea-e470%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-strokebb1d.ttf	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/pe-icon-7-stroke.css)
11:57:17	40487/40487	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Dec%202023%2004:57:17%20GMT	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/Pe-icon-7-strokebb1d.svg	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/pe-icon-7-stroke.css)
11:57:18	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfe7-20c96%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:18	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264fbcfe7-20c96%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400d41d.eot	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:18	76736/76736	---M--	200	added ('OK')	application/font-woff2	etag:%2264fbcfe7-12bc0%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.woff2	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
11:57:18	89988/89988	---M--	200	added ('OK')	application/font-woff	etag:%2264fbcfe7-15f84%22	https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/cv/ui-themez.smartinnovates.net/items/Gavi/dark/assets/fonts/fa-brands-400.woff	(from https://ui-themez.smartinnovates.net/items/Gavi/dark/assets/css/plugins/fontawesome-all.min.css)
